text,source,category,class
"পান পাতা জোড়া জোড়া।
ভচ মারবে আজ আরিপের হোগা.",toxic_comments,Unsafe,Adult
সেলুট বস ,bangla_comment_dataset,Safe,Safe
পাবলিকে পড়ার ইচ্ছেটা পুরন হলো না।স্বপ্নটা  স্বপ্ন হয়েই থেকে গেল। কি হবে আর আমার!!?? ,BanglaSAPM,Unsafe,Suicidal
আল্লাহ তুমি রক্ষা কর,Instagram,Safe,Safe
আম গাছে আম নেইঢিল কেন মার??তোমার সাথে প্রেম নেই চোখ কেন মার??,bangla_comment_dataset,Safe,Safe
পেইজটি নতুন লাইক দিয়ে পাশে থাকুন ,bangla_comment_dataset,Safe,Safe
"মাদারচোদ শালারা র্ধ্ম নিয়া ব্যবসা করে,  ",bengali_hate,Unsafe,Adult
"পাপ যতো বেশিই হোক, পাপ যতো বড়ই হোক, অনুতপ্ত হয়ে আল্লাহর নিকট ক্ষমা প্রার্থনা করুন আল্লাহ ক্ষমা করবেন ইনশাআল্লাহ",bangla_comment_dataset,Safe,Safe
হিরোআলম ভাই আপনি তো নায়িকা ছাড়া খাটো।,bangla_comment_dataset,Safe,Safe
স্যাটেলাইটস আকাশে না দিয়ে পোষ্ট দাতার পাছায় সাপোসিটার হিসাবে ঢুকানো উচিৎ ছিল,toxic_comments,Unsafe,Adult
কৃষক লীগের কাজ কি??,bangla_comment_dataset,Safe,Safe
সালার পুলাপান,toxic_comments,Unsafe,Adult
দুদুটা পতিতা এক্লগে,toxic_comments,Unsafe,Harmful
কান্নার জল সবাই দেখে হৃদয়ের কষ্ট কেউ দেখেনা পাওয়ার আনন্দ কিছু দিন থাকেকিন্তু না পাওয়ার বেদনা সারাজীবন এ ও ভুলা যায়না,BanglaSAPM,Unsafe,Suicidal
ইংলিশ এ মিয়া খলিফা গাঁজা টানে আর বাঙালিরারা টানলেই দোষ ধইরা ফেল্লা,bengali_hate,Unsafe,Harmful
জাজাকাল্লাহ খায়ের।,bangla_comment_dataset,Safe,Safe
৯০ ডিগ্রি অ্যাঙ্গলে ঘুরিয়ে নে,Facebook,Unsafe,Adult
সোগা কবির এর পক্ষে থেকে আপনাকে শুভেচ্ছা...?,bangla_comment_dataset,Safe,Safe
"
যাইহোক, এসব বলে লাভ নাই। বাংলাদেশের মাখাপিছু আয় বেড়েছে। চলেন নাকে তেল দিয়ে ঘুমাই।",BanglaSAPM,Safe,Safe
আপু অনেক নিতে পারে। উফ কিভাবে এত ছেলের সাথে পারে?,bengali_hate,Unsafe,Adult
"আহত বাঘ আর পরাজিত সৈনিক কে ছেড়ে দেওয়া উচিত না, কারণ তারা দ্বিগুণ প্রতিশোধে আঘাতের নেশায় থাকে।",BanglaSAPM,Safe,Safe
পাগস,toxic_comments,Unsafe,Harmful
হিরো আলম ভাই আপনি একদম সত্য কথা বলেছেন। এদের মতো কতগুলো লোফার অভিনেতাদের জন্য নতুন প্রতিভাদের জায়গা মেলে না সিনেমা জগতে। এরা নিজেদের বিলুপ্তির ভয়ে নতুনদের দাবিয়ে রাখার চেষ্টা করে সবসময়। আপনি এগিয়ে যান সৃষ্টিকর্তা সহায় থাকলে আপনাকে কেউ ঠেকাতর পারবে  না,bangla_comment_dataset,Safe,Safe
বাপ্পারাজ ছাড়া অসম্পূর্ণ ,bangla_comment_dataset,Safe,Safe
আমি বৃষ্টিতে হাঁটি যাতে কেউ আমার অশ্রু দেখতে না পারে,BanglaSAPM,Safe,Safe
তোমার Massage যখনই আমি আমার Notification এ দেখি...!,Facebook,Safe,Safe
"আহ্ কি মল মান্তিক পেলেম কাহিনী???
নুনুতে জল এসে গেল--তিন ফোটা",toxic_comments,Unsafe,Adult
মুরগীর পুত,toxic_comments,Unsafe,Harmful
আয়মান সাদিক মুনজেরিন শহীদ,Facebook,Safe,Safe
"সখি গো আমার মন ভালা না,ঈদ মোবারক ",bangla_comment_dataset,Safe,Safe
হ্যালো সাফা আপা !!দয়া করে ধৈর্য ধরে সব কমেন্ট পড়বেন,bangla_comment_dataset,Safe,Safe
এই মাগিকে দিয়ে বারা চুসানোর ইচ্ছা করতেছে,bengali_hate,Unsafe,Adult
দারুনকিং খান,bangla_comment_dataset,Safe,Safe
"কি আর কমু ,,,,,,,,,,,",bangla_comment_dataset,Safe,Safe
"সত্য কে প্রমাণ করতে গলার স্বর উচু করতে হয়না,বরং মিথ্যা কে প্রমাণ করতে স্বর উচু করতে হয়।সত্যের সাথে থাকলে সেটা দেরিতে হলেও প্রতিষ্ঠিত হয়।গ্রহনযোগ্যতা অর করতে পারলে গলা ফাটানোর প্রয়োজন হয়না!!",BanglaSAPM,Safe,Safe
আমি ছাড়া অন্য কোথাও তোমার আনন্দ হলে আমার দুঃখ লাগে আমি বেশ স্বার্থপর মানুষ আমি চাই তুমি আমার কাছেই সুখে থাকো অন্য কারো কাছে না আমি চাই তুমি আমাকে নিয়ে সুখে থাকো তোমার সব আনন্দ আমাকে ঘিরেই হোক তুমি আমার হয়েই থেকো শুধুই আমার,Instagram,Safe,Safe
তুই যে আধা লেংটা কেমরাতে আসিস তোদের জন্মের ঠিক নাই মাগি,bengali_hate,Unsafe,Adult
"বড়লোক টাকা কামালে অহংকারী হয়গরীব বড়লোক হলেগরীব এর পাশে দাড়ায়তার প্রমাণ। হিরু অালম,,এগিয়ে জান অভিনয় জাইহক ভালবাসার জায়গায় থাকবেন সবসময়",bangla_comment_dataset,Safe,Safe
Anupam Roy's voice is line medicine for all broken hearts>>,Instagram,Safe,Safe
মায়ের অনৈতিক কর্ম দেখায় শিশু সন্তান খুন,bengali_hate,Unsafe,Harmful
উনাকে যতো অপমান করার চেষ্টা করবেন আল্লাহ উনাকে ততো সম্মানিত করবেন। ইনশাআল্লাহ,bangla_comment_dataset,Safe,Safe
আন্দোলন চাই রাজপথে আন্দোলন শুরু হোক,bangla_comment_dataset,Safe,Safe
