text,class,source,category
"হেলো! আসসালামু আলাইকুম ওয়ালাইকুম সালাম কে? কৈ আছো এহন ??? আপনে কোন জায়গায় ফোন দিছেন? আমি মাদাইতে বলছি আমি মাদাইয়ের সাদ্দামে ওওও তো কি হইছে? কি? হ্যা?? কিজন্য ফোন দিছেন? আমি তোমারে একটা কথা ব লমু বুচ্ছো? কি? আমি তুমারে ভালোবাসি কুছুম!! দূর সয়তান শোনো আমার শখ তুমার লগে প্রেম করতাম আমি প্রেম কইরাম তুমার লগে তুমি রাজি নি? হ্যেলো? শাশুড়ী আম্মা বালানি? কে?আম্মায় বালানি শাশুড়ী আম্মা? A FEW MOMENTS LATER আমার লগে বলে প্রেম করবো হ্যেলো? কে? আপনি কে? হে বালা আছেন নি? ভালোই আপনি কে? আমি মাদাইয়ের সাদ্দামে আম্মা অ্যহ? আমি মাদাইয়ের সাদ্দামে, মাদাইয়ের মাদাইয়ের সাদ্দাম? হ্যে শাশুড়ি আম্মা তো? আপনার মেয়েরে কইছি বিয়া করতাম আপনার মেয়ে আশা দিছে আমারে...হোন আমার মাইয়ারে ফোন করছেন যে আমার মাইয়ারে চিনেন নি?আমি চিনি কি করে আমার মাইয়া? আপনার মাইয়া কলেজে পড়ে কলেজে পড়ে, কোন কলেজে পড়ে?.............কলেজে পরড়ে আপনের মেয়েরে আমি চিনি চিনো আমার মেয়ে কোন কলেজে পড়ে আমি চিনিনা তুমি কেমনে চিন?আমি চিন আপনের মেয়ের লগে কয়বার কথা হইছে.............হে তো এহন আমার মাইয়ার লগে কি?চিনেন তো কি?..........আমি ###কলেজে পড়ি অ্যাহ? বাটপারি না? এই নডি তোর বাড়ি কই? এ অসব্য! জুতাদিয়া বাইড়াইয়া আছেনা গোলামের গড়ে গোলাম তোর কপাল সোজা কইরা লায়াম মামা একটু ঝাড়ি লও ভুইলা গেছো নাকি?অমানুষের বাচ্চা কোনহানের!এই খানকিরঝি বাড়ি কই তোর? এই আমার বাড়ি কই তোরে জুতা দিয়া পিটটাম তোরে জুতা দিয়া পিটটাম গোলামের পুত আইন্নে আইয়েন না কিন্তু মাদাইয়া মাদাইয়া তোর কোন বাপ আছে রে? এই খানকিমাগির পোলা? মাদাইয়া কোন বাপের ভয় দেখাছ? তোর ওই বাপেরে লইয়া এনে আয় আপনে মাদাইয়ে আহেন আপনেরে গুলি করমু মাদাইয়ে আইয়েন এক্কেরে জুতাদিয়া পিটামু কইতিকা আইছোছ এই খানকি মাগি আপনে মাদাই আহেন আপনেরে পুলিশে দরাইয়া দিমু মাদাইয়ে আমারে পুলিশে ধরাইয়া দিবেন? হে আহেন আমি মাদাইয়ের সাদ্দামে বুচ্ছেন? মাদাইয়ের সাদ্দামে বলে মাদাইয়ের সাদ্দামতো আমার মাইয়ার পরিচয় পাইলেন কেমনে? কলেজো এক গোলামের পুতে হিগাইয়া দেয় আরেক গোলামের পুতে কয় এই গোলামের পুতেরে দিয়া রঙ করছে আর হেই গোলামের পিতে হিগায়া দিতাছে আপনের মাইয়ার কাছে ফোন দেন আপনের মেয়ের লগে কতা কমু আমার মেয়ের কাছে কথা কইবেন আমার মেয়ের লগে তো কতা কইতে পারেন না তো আমার মেয়ের লগে কতা কইবেন কেমনে? আমি বুঝি আপনে শাশুড়ী আম্মা বুঝছেন আপনে? এলিগ্যায় তো জুতা আর ঝাড়ু দিয়া তুমারে বাইরাইতে পাই না আপনের মেয়ের কাছে দেন আপনের লগে কতা নাই আমার মেয়ের লগে কি বলবা আমার লগেই কথা বলতে পারতাছোনা আপনে শাশুড়ী আম্মা আপনের লগে পরে কতা কয়াম আমার লগে পরে কতা কইবেন? আমার মাইয়া তো আপনের লগে কতা কইতো না আপনে মেয়ে আগে কইছে মাদাইয়ের সাদ্দাম প্রেম করবানি? ওই আগে কইছে কেলেজের সামনে কইছে শাশুড়ী আম্মা, হ্যেলো? এই বেডা কতা ভালো কইরা ক শাশুড়ী আম্মা,শাশুড়ী আম্মা মারায় না আপনের মেয়েরে বিয়া করলে তো আপনে হইবেন শাশুড়ী আ আমার মাইয়ারে বিয়া করবার যোগ্যতা হইছেনি তোর?",Harmful,Facebook,Unsafe
"sorry guys, force of habit এখন খালেদা জিয়ার মুক্তি ৬ বছরে বেশি সময় পর মুক্তি পেলেন বিএনপি চেয়ারপারসন",Safe,Facebook,Safe
ব্রেকে ব্রেকে শান্তি ভাই শেষের জন্য প্রস্তুত ছিলাম না আমিও আসামি হতে চাই বয়স্ক পিচ্চি,Adult,Facebook,Unsafe
এ কেমন জাদু,Safe,Facebook,Safe
If boys stop smoking,Safe,Facebook,Safe
পাখিতে হেগে দিল,Safe,Facebook,Safe
"Shahjalal Kabir বান্ধবী: দোস্ত, আমার তাড়াতাড়ি বিয়ে হওয়ার জন্য হুজুরের কাছ থেকে পানি পড়া আনছিলাম, ডাইনিং টেবিলে রেখে ওয়াশরুমে গেছিলাম বের হয়ে দেখি সেটা ভুলে আম্মা খেয়ে ফেলেছে, এখন কি আম্মার বিয়ে হয়ে যাবে? আমি: তুই পানিটা ঢাকা ওয়াসার ট্যাংকে দিতি, আমরাও ধাকায় ওয়াসার পানি খাই।আমি বান্ধবী",Adult,Facebook,Unsafe
Gen-Z feelings 4,Adult,Facebook,Unsafe
Deshi Football Debate highlights GROUP ADMIN 5WC TROPHY 3WC TROPHY 0WC TROPHY,Safe,Facebook,Safe
আমরা সবচেয়ে বেশি যাকে ভালোবাসি তার অবহেলাকে আমরা সবচেয়ে বেশি ভয় পাই,Safe,Facebook,Safe
সারাবছর সাকিব আল হাসান  ইলেকশনের সময় সাকিব আল হাসান,Harmful,Facebook,Unsafe
কি ভাই বিয়া করবি করলেই কিন্তু আমার মতো অবস্থা হবে nura share,Safe,Facebook,Safe
দেশের উন্নয়ন রাজনৈতিক সহিংসতায় মারা যাওয়া জনগন,Safe,Facebook,Safe
প্যারোডি সহমত ভাই আমার অতিথি কক্ষ তুমি ভার্সিটিতে তাকিয়ে বলতে পারো এই হল আমার প্রশাসন রবে নিরুত্তর মানুষ আমি চেয়ে দেখ প্রশাসন রবে নিরুত্তর যদি তুমি বলো হল একান্ত তোমার  আমি তারায় তারায় রটিয়ে  দেব হল আমার আমি তারায় তারায় রটিয়ে  দেব হল আমার হেলমেট হাতে এই সন্ধ্যায় ভালোবেসে যতখুশি  বলতে পারো এই হল আমার  প্রশাসন একটা কৌতুক  লজ্জায় বলবে না কিছুই প্রশাসন একটা কৌতুক  লজ্জায় বলবে না কিছুই প্রশাসন রবে নিরব আমি তারায় তারায় রটিয়ে  দেব হল আমার,Safe,Facebook,Safe
ব্যাড ম্যান এর সাথে পাঙ্গা,Adult,Facebook,Unsafe
POV: মাসের ২৫ তারিখ...,Safe,Facebook,Safe
When ur bf doesn’t ur call meri jaan... Vibes_with.palku,Safe,Facebook,Safe
"Shahjalal Kabir আমি: কিরে দোস্ত, তোর বয়স এখন ৪৫ বছর তবু বউয়ের হাতে মার খাইস। বন্ধু: আমার কি দোষ বল, রাত দুইটার সময় মোবাইলের টোন বেজে উঠলো, বউ ফোন হাতে নিয়ে দেখে BEAUTIFUL লেখা আমি: তোকে আবার এই বয়সে কে বেয়াঊটীফূল লিখে মেসেজ পাঠিয়েছে। বন্ধু: আরে ভাই, মোবাইল চার্জে দেওয়া ছিলো, ওটা ব্যাটারি ফুল লেখা উঠছিল।",Safe,Facebook,Safe
"স্ত্রী চাকরি করলে স্ত্রী চাকরি করলে কোনো কিছুই নষ্ট হয় না। বরং পাওয়া যায় অনেক অনেক সুবিধা। যে সুবিধাগুলোর কথা কেবল যাদের স্ত্রী চাকরি করে তারাই জানে।১ মাসের শেষে অভাবে পড়লে স্ত্রীর কাছ থেকে টাকা ধার নেয়া যায় ২ স্ত্রীর কাছে গিফটের জন্য বায়না ধরা যায় ৩ নিজের বাসা না থাকলেও স্ত্রীর বাসায় বসবাস করা যায় ৪ নিজের সিভির রেফারেন্সে স্ত্রীর নাম দেয়া যায় ৫ অফিস মিটিং এর সিংগাড়া, সমুচা স্ত্রী বাসায় নিয়ে আসলে খাওয়া যায়",Safe,Facebook,Safe
OFF WHITE,Safe,Facebook,Safe
4,Safe,Facebook,Safe
Gen-Z Feelings,Adult,Facebook,Unsafe
Ankgoyendar jhulite ache Ek doshokero beshi shomoyer experience. Je karone She criminal der dhore fele Ek turitei Apni sure? Ei manushti khuni?Hai officer! Ei lok tai khuni!Prothome she victim ke Churi diye attack kore kintu victim shekhane Olper jonno beche jay Sathe Sathe victim Palano shuru korle Shei point e ei criminal Victim er piche piche Chuta shuru kore.Ar khub high speed e Chute jawar karone kichukhoner moddhei criminal Victim ke abar dhore fele Ar sathe sathe churi diye Eita shombhobi na! keno shombhob na? Pffftt..Amake boka paise Chaku diye kop marte ki paa laage apni bolen?,Safe,Facebook,Safe
